order_item_id,order_id,product_id,quantity
900320,500203,1938,1
900321,500203,1354,5
900322,500204,1020,1
900323,500205,1923,5
900324,500205,1359,1
900325,500206,1189,2
900326,500206,1541,1
900327,500206,1760,1
900328,500207,1140,1
900329,500207,1309,2
900330,500207,1932,3
900331,500208,1347,1
900332,500208,1256,1
900333,500208,1323,1
900334,500209,1305,2
900335,500209,1475,3
900336,500210,1450,2
900337,500210,1328,1
900338,500211,1653,2
900339,500212,1341,1
900340,500213,1282,2
900341,500213,1076,2
900342,500214,1324,2
900343,500214,1739,1
900344,500215,1216,2
900345,500216,1305,10
900346,500217,1052,2
900347,500218,1753,1
900348,500218,1960,1
900349,500219,1445,2
900350,500219,1913,2
900351,500220,1147,4
900352,500221,1037,5
900353,500222,1399,1
900354,500223,1587,1
900355,500223,1083,2
900356,500224,1428,3
900357,500225,1615,1
900358,500225,1842,4
900359,500226,1744,2
900360,500227,1171,5
900361,500228,1327,1
900362,500229,1141,5
900363,500230,1959,1
900364,500231,1089,1
900365,500232,1126,4
900366,500232,1772,1
900367,500232,1558,2
900368,500233,1177,1
900369,500234,1625,2
900370,500235,1222,1
900371,500236,1670,2
900372,500237,1683,3
900373,500238,1521,1
900374,500239,1915,2
900375,500239,1946,2
900376,500240,1487,1
900377,500240,1378,1
900378,500241,1935,2
900379,500241,1547,4
900380,500242,1485,1
900381,500243,1896,1
900382,500243,1920,1
900383,500244,1452,1
900384,500245,1993,1
900385,500246,1314,1
900386,500246,1673,1
900387,500247,1639,1
900388,500248,1301,1
900389,500248,1972,3
900390,500248,1641,3
900391,500249,1732,1
900392,500250,1938,1
900393,500250,1119,1
900394,500251,1355,1
900395,500252,1097,2
900396,500253,1184,3
900397,500254,1608,10
900398,500255,1253,10
900399,500256,1882,2
900400,500257,1122,1
900401,500258,1382,1
900402,500259,1177,3
900403,500260,1781,1
900404,500260,1208,1
900405,500261,1092,3
900406,500261,1405,2
900407,500262,1238,10
900408,500262,1091,1
900409,500263,1666,2
900410,500263,1516,4
900411,500263,1815,2
900412,500264,1663,1
900413,500264,1394,1
900414,500265,1088,2
900415,500265,1689,3
900416,500266,1484,1
900417,500266,1476,2
900418,500267,1724,2
900419,500267,1577,1
900420,500268,1236,1
900421,500268,1282,1
900422,500269,1183,1
900423,500270,1986,2
900424,500271,1694,2
900425,500272,1276,2
900426,500272,1643,2
900427,500273,1141,3
900428,500274,1774,1
900429,500275,1838,1
900430,500275,1669,2
900431,500275,1415,1
900432,500276,1631,1
900433,500276,1715,1
900434,500277,1200,3
900435,500278,1484,1
900436,500279,1189,2
900437,500279,1647,2
900438,500280,1610,2
900439,500280,1447,3
900440,500281,1325,2
900441,500281,1766,3
900442,500282,1307,2
900443,500282,1891,3
900444,500283,1129,1
900445,500283,1711,4
900446,500284,1526,2
900447,500285,1431,2
900448,500285,1332,2
900449,500286,1901,1
900450,500286,1020,2
900451,500286,1308,5
900452,500287,1573,1
900453,500287,1131,1
900454,500287,1718,1
900455,500288,1340,2
900456,500288,1583,1
900457,500288,1594,1
900458,500289,1008,3
900459,500289,1775,1
900460,500290,1711,5
900461,500291,1724,1
900462,500292,1552,2
900463,500292,1905,1
900464,500293,1266,1
900465,500293,1827,1
900466,500293,1711,3
900467,500294,1840,1
900468,500295,1069,1
900469,500295,1490,1
900470,500296,1734,2
900471,500296,1483,1
900472,500297,1085,2
900473,500298,1040,1
900474,500299,1256,1
900475,500299,1861,1
900476,500300,1204,1
900477,500300,1077,1
900478,500301,1866,2
900479,500302,1232,1
900480,500303,1905,3
900481,500304,1102,3
900482,500304,1124,1
900483,500305,1573,1
900484,500305,1481,5
900485,500306,1583,2
900486,500307,1673,1
900487,500308,1432,1
900488,500308,1236,1
900489,500308,1490,1
900490,500309,1858,1
900491,500310,1370,2
900492,500310,1544,2
900493,500311,1462,2
900494,500312,1216,1
900495,500312,1407,1
900496,500312,1257,1
900497,500313,1428,2
900498,500314,1200,1
900499,500315,1876,2
900500,500315,1831,1
900501,500315,1280,1
900502,500316,1429,1
900503,500317,1460,3
900504,500318,1264,2
900505,500319,1504,3
900506,500319,1465,5
900507,500319,1359,3
900508,500320,1511,1
900509,500321,1180,1
900510,500321,1819,2
900511,500322,1660,3
900512,500323,1026,10
900513,500323,1865,1
900514,500324,1037,1
900515,500324,1239,1
900516,500325,1478,1
900517,500325,1774,5
900518,500326,1604,1
900519,500327,1149,1
900520,500328,1222,3
900521,500328,1624,1
900522,500329,1006,1
900523,500329,1356,2
900524,500330,1047,1
900525,500331,1409,1
900526,500332,1202,1
900527,500332,1935,1
900528,500332,1213,2
900529,500333,1078,2
900530,500333,1396,3
900531,500334,1783,2
900532,500335,1988,1
900533,500336,1446,2
900534,500336,1560,2
900535,500337,1801,2
900536,500337,1983,1
900537,500338,1322,3
900538,500338,1183,1
900539,500339,1720,2
900540,500339,1222,2
900541,500340,1286,1
900542,500341,1467,4
900543,500342,1388,5
900544,500342,1249,2
900545,500343,1043,1
900546,500343,1932,2
900547,500344,1386,2
900548,500345,1162,1
900549,500346,1441,1
900550,500347,1462,1
900551,500348,1159,2
900552,500348,1563,2
900553,500349,1429,1
900554,500350,1874,1
900555,500351,1798,1
900556,500351,1995,1
900557,500352,1806,3
900558,500352,1428,3
900559,500353,1715,-2
900560,500354,1136,4
900561,500354,1836,1
900562,500355,1318,2
900563,500355,1963,1
900564,500356,1725,2
900565,500357,1798,2
900566,500358,1314,1
900567,500358,1408,1
900568,500359,1800,2
900569,500360,1128,1
900570,500361,1213,2
900571,500361,1848,1
900572,500362,1425,1
900573,500362,1973,2
900574,500363,1704,3
900575,500364,1395,1
900576,500364,1956,1
900577,500365,1654,1
900578,500366,1897,1
900579,500366,1693,3
900580,500367,1764,2
900581,500367,1317,2
900582,500368,1555,1
900583,500369,1211,2
900584,500369,1205,1
900585,500370,1462,3
900586,500371,1267,4
900587,500371,1140,2
900588,500372,1775,1
900589,500373,1552,1
900590,500374,1839,1
900591,500375,1302,1
900592,500375,1325,1
900593,500375,1874,2
900594,500376,1717,4
900595,500377,1378,1
900596,500378,1830,1
900597,500378,1416,1
900598,500379,1263,4
900599,500380,1545,1
900600,500381,1556,1
900601,500382,1208,1
900602,500383,1419,4
900603,500383,1278,2
900604,500384,1487,2
900605,500385,1692,1
900606,500386,1437,1
900607,500387,1029,1
900608,500388,1715,2
900609,500388,1542,2
900610,500389,1712,3
900611,500389,1913,1
900612,500390,1140,1
900613,500391,1714,1
900614,500391,1732,2
900615,500392,1763,5
900616,500393,1056,2
900617,500394,1101,2
900618,500394,1021,1
900619,500394,1488,3
900620,500395,1256,1
900621,500396,1414,-2
900622,500397,1085,1
900623,500397,1024,1
900624,500398,1363,2
900625,500399,1670,2
900626,500400,1391,1
900627,500401,1096,3
900628,500402,1498,1
900629,500403,1120,2
900630,500404,1385,4
900631,500405,1773,1
900632,500405,1175,2
900633,500405,1292,2
900634,500406,1273,2
900635,500407,1475,2
900636,500408,1796,3
900637,500408,1343,2
900638,500409,1018,1
900639,500410,1715,1
900640,500410,1522,1
900641,500411,1186,1
900642,500411,1711,1
900643,500412,1630,1
900644,500413,1094,1
900645,500413,1361,1
900646,500414,1845,3
900647,500414,1794,3
900648,500414,1449,1
900649,500415,1148,1
900650,500416,1690,1
900651,500416,1298,4
900652,500416,1911,2
900653,500417,1074,2
900654,500417,1140,2
900655,500418,1358,1
900656,500419,1565,1
900657,500419,1214,2
900658,500420,1397,1
900659,500421,1794,1
900660,500421,1354,1
900661,500421,1709,1
900662,500422,1543,1
900663,500422,1040,10
900664,500423,1200,2
900665,500424,1453,4
900666,500424,1518,5
900667,500424,1497,1
900668,500425,1919,1
900669,500425,999999,1
900670,500426,1648,2
900671,500427,1441,1
900672,500428,1738,1
900673,500428,1792,2
900674,500429,1368,2
900675,500429,1927,1
900676,500429,1034,4
900677,500430,1957,3
900678,500430,1258,1
900679,500431,1190,2
900680,500432,1567,1
900681,500432,1771,1
900682,500433,1337,1
900683,500433,1679,1
900684,500434,1891,2
900685,500435,1681,3
900686,500435,1574,3
900687,500436,1328,2
900688,500436,1289,1
900689,500437,1355,1
900690,500438,1158,1
900691,500438,1931,3
900692,500439,1491,1
900693,500440,1713,1
900694,500441,1383,3
900695,500442,1887,4
900696,500443,1584,2
900697,500443,1533,1
900698,500444,1173,5
900699,500444,1157,1
900700,500445,1419,1
900701,500445,1682,2
900702,500446,1769,3
900703,500447,1521,2
900704,500448,1989,1
900705,500449,1575,2
900706,500450,1265,4
900707,500451,1373,3
900708,500452,1380,2
900709,500452,1200,2
900710,500453,1571,4
900711,500453,1881,3
900712,500454,1658,2
900713,500454,1246,3
900714,500455,1235,1
900715,500455,1966,1
900716,500456,1357,3
900717,500457,1986,2
900718,500458,1572,2
900719,500458,1383,2
900720,500459,1004,3
900721,500460,1331,1
900722,500460,1445,1
900723,500461,1346,4
900724,500461,1683,3
900725,500462,1328,1
900726,500462,1732,2
900727,500463,1841,3
900728,500464,1766,1
900729,500465,1714,2
900730,500465,1355,2
900731,500465,1755,2
900732,500466,1049,1
900733,500466,1931,2
900734,500467,1121,1
900735,500467,1742,1
900736,500468,1652,1
900737,500469,1123,2
900738,500470,1262,2
900739,500471,1169,1
900740,500472,1409,3
900741,500473,1588,2
900742,500473,1058,2
900743,500474,1041,3
900744,500474,1437,2
900745,500475,1681,4
900746,500476,1131,1
900747,500477,1424,3
900748,500478,1784,3
900749,500478,1622,10
900750,500479,1978,1
900751,500479,1036,1
900752,500480,1609,1
900753,500481,1109,1
900754,500482,1753,1
900755,500482,1084,3
900756,500483,1125,1
900757,500484,1507,2
900758,500485,1758,4
900759,500486,1557,1
900760,500487,1344,1
900761,500488,1690,4
900762,500488,1439,2
900763,500489,1325,3
900764,500490,1062,2
900765,500490,1771,1
900766,500490,1727,1
900767,500491,1717,1
900768,500492,1287,2
900769,500493,1340,2
900770,500494,1948,1
900771,500495,1541,4
900772,500496,1080,2
900773,500497,1525,1
900774,500497,1698,3
900775,500498,1207,1
900776,500498,1391,1
900777,500499,1288,1
900778,500500,1321,1
900779,500500,1715,1
900780,500500,1487,3
900781,500501,1572,2
900782,500501,1049,2
900783,500502,1117,10
900784,500503,1349,1
900785,500504,1616,1
900786,500505,1863,1
900787,500506,1335,2
900788,500507,1678,2
900789,500507,1061,1
900790,500508,1152,1
900791,500509,1931,2
900792,500509,1231,1
900793,500510,1319,1
900794,500511,1197,1
900795,500511,1937,3
900796,500512,1985,1
900797,500513,1422,2
900798,500513,1201,1
900799,500514,1250,4
900800,500515,1628,2
900801,500516,1130,1
900802,500517,1823,3
900803,500517,1557,1
900804,500518,1213,2
900805,500519,1519,1
900806,500519,1183,1
900807,500520,1614,4
900808,500521,1269,3
900809,500521,1537,2
900810,500522,1318,2
900811,500523,1132,3
900812,500524,1341,4
900813,500525,1533,1
900814,500525,1068,1
900815,500526,1750,1
900816,500527,1093,1
900817,500527,1475,2
900818,500528,1694,5
900819,500528,1710,1
900820,500528,1612,2
900821,500529,1604,1
900822,500529,1613,2
900823,500529,1705,1
900824,500530,1939,1
900825,500531,1206,1
900826,500532,1974,2
900827,500533,1929,3
900828,500534,1582,1
900829,500534,1992,1
900830,500535,1685,2
900831,500535,1517,1
900832,500535,1166,2
900833,500536,1011,3
900834,500537,1771,1
900835,500537,1661,3
900836,500537,1167,3
900837,500538,1617,5
900838,500539,1691,1
900839,500539,1560,2
900840,500540,1462,4
900841,500540,1111,1
900842,500540,1175,1
900843,500541,1925,2
900844,500542,1920,1
900845,500542,1820,1
900846,500543,1720,1
900847,500543,1037,5
900848,500544,1852,2
900849,500544,1191,1
900850,500545,1500,2
900851,500546,1987,1
900852,500546,1232,1
900853,500546,1340,4
900854,500547,1213,2
900855,500547,1621,2
900856,500548,1925,1
900857,500549,1649,3
900858,500550,1494,3
900859,500551,1913,1
900860,500552,1944,1
900861,500553,1970,2
900862,500554,1510,2
900863,500555,1285,2
900864,500555,1264,2
900865,500556,1252,4
900866,500556,1914,2
900867,500556,1504,1
900868,500557,1523,1
900869,500557,1937,1
900870,500557,1827,2
900871,500558,1228,1
900872,500558,1583,5
900873,500559,1036,1
900874,500560,1713,2
900875,500560,1674,2
900876,500561,1207,3
900877,500562,1543,3
900878,500563,1481,3
900879,500563,1552,1
900880,500564,1013,1
900881,500565,1853,4
900882,500565,1162,1
900883,500565,1261,1
900884,500566,1151,1
900885,500566,1442,1
900886,500567,1475,2
900887,500567,1447,1
900888,500568,1918,2
900889,500569,1128,1
900890,500569,1313,2
900891,500570,1785,1
900892,500571,1529,3
900893,500572,1296,2
900894,500572,1255,3
900895,500573,1307,3
900896,500574,1872,1
900897,500574,1528,1
900898,500575,1864,1
900899,500576,1614,1
900900,500576,1708,2
900901,500577,1668,3
900902,500578,1374,2
900903,500579,1901,2
900904,500580,1224,3
900905,500580,1016,3
900906,500581,1676,2
900907,500582,1637,2
900908,500583,1751,1
900909,500584,1109,2
900910,500585,1376,1
900911,500586,1626,2
900912,500586,1679,1
900913,500587,1644,4
900914,500587,1635,3
900915,500588,1928,1
900916,500589,1152,4
900917,500590,1873,1
900918,500591,1234,1
900919,500591,1090,2
900920,500592,1020,4
900921,500592,1574,3
900922,500593,1644,1
900923,500593,1941,3
900924,500594,1389,1
900925,500595,1376,4
900926,500595,1603,2
900927,500596,1081,2
900928,500597,1704,1
900929,500597,1714,3
900930,500598,1199,1
900931,500598,1423,1
900932,500599,1963,2
900933,500599,1512,2
900934,500599,1624,2
900935,500600,1801,3
900936,500601,1667,2
900937,500601,1853,5
900938,500602,1770,1
900939,500603,1389,1
900940,500604,1080,1
900941,500605,1442,5
900942,500605,1120,2
900943,500606,1165,2
900944,500607,1591,2
900945,500608,1554,1
900946,500608,1418,1
900947,500608,1710,2
900948,500609,1482,1
900949,500610,1173,1
900950,500611,1835,4
900951,500611,1280,2
900952,500612,1887,1
900953,500612,1413,4
900954,500613,1451,2
900955,500614,1734,2
900956,500615,1679,1
900957,500616,1332,2
900958,500616,1113,2
900959,500616,1472,4
900960,500617,1191,1
900961,500618,1229,2
900962,500618,1605,2
900963,500618,1119,1
900964,500619,1359,1
900965,500620,1688,3
900966,500621,1251,1
900967,500621,1450,1
900968,500621,1074,1
900969,500622,1673,3
900970,500623,1665,1
900971,500623,1086,4
900972,500624,1202,2
900973,500625,1989,3
900974,500625,1167,1
900975,500626,1118,2
900976,500627,1510,1
900977,500628,1821,1
900978,500629,1318,2
900979,500630,1091,2
900980,500630,1603,1
900981,500631,1906,2
900982,500632,1188,2
900983,500632,1243,1
900984,500633,1675,3
900985,500634,1090,1
900986,500634,1688,1
900987,500635,1798,2
900988,500636,1341,1
900989,500636,1416,3
900990,500636,1182,3
900991,500637,1685,3
900992,500638,1408,1
900993,500639,1039,1
900994,500640,1288,1
900995,500641,1088,3
900996,500641,1265,1
900997,500642,1122,2
900998,500643,1750,3
900999,500643,1006,2
901000,500644,1772,3
901001,500644,1918,1
901002,500645,1981,3
901003,500646,1261,1
901004,500646,1705,1
901005,500647,1547,2
901006,500648,1518,1
901007,500648,1092,1
901008,500649,1452,1
901009,500650,1229,4
901010,500651,1123,4
901011,500652,1690,2
901012,500653,1377,2
901013,500653,1115,5
901014,500653,1997,2
901015,500654,1379,1
901016,500655,1559,2
901017,500656,1353,3
901018,500656,1964,1
901019,500657,1720,2
901020,500657,1595,2
901021,500658,1571,1
901022,500659,1867,3
901023,500659,1805,3
901024,500659,1539,2
901025,500660,1041,2
901026,500660,1487,1
901027,500661,1816,3
901028,500661,1910,3
901029,500662,1406,3
901030,500662,1171,1
901031,500663,1834,1
901032,500663,1105,1
901033,500664,1186,1
901034,500664,1404,1
901035,500665,1617,2
901036,500666,1262,1
901037,500667,1870,1
901038,500667,1562,2
901039,500668,1244,2
901040,500669,1884,1
901041,500670,1067,2
901042,500670,1659,3
901043,500671,1767,1
901044,500671,1991,10
901045,500672,1469,2
901046,500672,1443,1
901047,500673,1847,2
901048,500674,1078,1
901049,500675,1064,1
901050,500676,1820,3
901051,500676,1700,2
901052,500677,1431,1
901053,500678,1465,4
901054,500679,1773,1
901055,500680,1013,4
901056,500680,1618,1
901057,500681,1453,3
901058,500681,1304,1
901059,500682,1659,2
901060,500682,1794,2
901061,500683,1991,2
901062,500683,1176,4
901063,500684,1233,1
901064,500685,1487,2
901065,500685,1981,1
901066,500686,1018,1
901067,500687,1461,2
901068,500688,1503,1
901069,500688,1642,2
901070,500689,1422,1
901071,500690,1513,4
901072,500691,1481,1
901073,500692,1699,4
901074,500693,1990,1
901075,500694,1976,1
901076,500695,1692,3
901077,500696,1409,1
901078,500697,1915,2
901079,500697,1675,3
901080,500697,1422,1
901081,500698,1181,1
901082,500699,1055,2
901083,500699,1310,1
901084,500700,1929,2
901085,500700,1274,1
901086,500700,1834,2
901087,500701,1004,4
901088,500702,1602,2
901089,500703,1494,1
901090,500704,1665,2
901091,500704,1258,2
901092,500705,1015,1
901093,500706,1162,1
901094,500707,1027,1
901095,500707,1144,2
901096,500708,1588,2
901097,500708,1090,2
901098,500709,1812,2
901099,500710,1120,1
901100,500710,1653,3
901101,500711,1822,2
901102,500712,1776,2
901103,500712,1807,1
901104,500713,1795,3
901105,500714,1835,5
901106,500714,1627,2
901107,500715,1662,2
901108,500716,1756,2
901109,500717,1171,4
901110,500718,1362,2
901111,500718,1892,1
901112,500719,1802,2
901113,500719,1551,3
901114,500720,1656,1
901115,500721,1315,2
901116,500721,1194,3
901117,500722,1918,1
901118,500722,1612,2
901119,500723,1048,1
901120,500724,1022,1
901121,500725,1265,2
901122,500726,1719,1
901123,500726,1838,10
901124,500727,1109,1
901125,500727,1730,1
901126,500727,1956,1
901127,500728,1346,2
901128,500728,1231,1
901129,500729,1566,2
901130,500729,1171,2
901131,500730,1354,2
901132,500730,1423,2
901133,500731,1019,2
901134,500731,1742,1
901135,500732,1804,1
901136,500733,1056,1
901137,500733,1461,1
901138,500734,1886,2
901139,500734,1005,2
901140,500735,1656,1
901141,500735,1914,3
901142,500736,1567,2
901143,500737,1829,2
901144,500738,1679,3
901145,500739,1360,5
901146,500740,1468,3
901147,500741,1937,2
901148,500742,1476,3
901149,500743,1109,3
901150,500743,1699,1
901151,500744,1652,3
901152,500745,1317,1
901153,500746,1700,1
901154,500747,1272,1
901155,500747,1855,1
901156,500748,1529,1
901157,500749,1056,1
901158,500749,1222,5
901159,500750,1196,2
901160,500751,1772,2
901161,500752,1815,1
901162,500752,1531,2
901163,500753,1790,1
901164,500754,1119,3
901165,500754,1784,2
901166,500755,1050,4
901167,500756,1447,1
901168,500756,1188,5
901169,500757,1896,1
901170,500758,1768,5
901171,500759,1762,1
901172,500759,1293,1
901173,500760,1904,1
901174,500761,1687,3
901175,500761,1023,1
901176,500762,1479,3
901177,500763,1476,1
901178,500764,1490,2
901179,500765,1107,10
901180,500766,1918,1
901181,500766,1909,1
901182,500767,1956,1
901183,500768,1461,2
901184,500769,1607,2
901185,500769,1479,1
901186,500770,1649,2
901187,500771,1480,3
901188,500772,1609,2
901189,500773,1758,3
901190,500773,1658,2
901191,500773,1455,4
901192,500774,1530,2
901193,500775,1944,1
901194,500775,1912,3
901195,500776,1107,1
901196,500776,1744,1
901197,500776,1006,1
901198,500777,1257,1
901199,500778,1431,1
901200,500779,1616,2
901201,500780,1261,1
901202,500780,1354,4
901203,500781,1628,3
901204,500781,1081,2
901205,500782,1416,1
901206,500783,1312,3
901207,500784,1397,1
901208,500784,1530,1
901209,500785,1353,2
901210,500785,1247,2
901211,500785,1043,2
901212,500786,1181,1
901213,500786,1178,2
901214,500787,1767,0
901215,500788,1213,2
901216,500788,1394,1
901217,500789,1795,2
901218,500790,1421,1
901219,500791,1417,1
901220,500792,2000,1
901221,500793,1405,1
901222,500794,1011,2
901223,500795,1089,1
901224,500796,1525,2
901225,500797,1829,1
901226,500797,1248,4
901227,500798,1685,1
901228,500799,1882,2
901229,500799,1904,1
901230,500799,1592,1
901231,500800,1017,1
901232,500801,1822,5
901233,500801,1944,1
901234,500802,1551,5
901235,500802,1245,1
901236,500803,1203,1
901237,500803,1868,2
901238,500804,1384,2
901239,500804,1904,10
901240,500805,1527,3
901241,500805,1700,1
901242,500806,1326,5
901243,500807,1657,2
901244,500808,1605,1
901245,500809,1748,3
901246,500809,1592,1
901247,500810,1441,1
901248,500810,1113,1
901249,500811,1796,3
901250,500812,1811,1
901251,500812,1840,0
901252,500813,1232,2
901253,500814,1704,1
901254,500815,1782,1
901255,500816,1118,3
901256,500816,1219,1
901257,500816,1371,1
901258,500817,1199,2
901259,500818,1403,2
901260,500819,1137,3
901261,500820,1220,1
901262,500821,1488,1
901263,500821,1168,1
901264,500822,1809,1
901265,500822,1762,2
901266,500822,1558,2
901267,500823,1749,2
901268,500823,1585,1
901269,500823,1775,1
