review_id,order_id,customer_id,product_id,rating,review_date,review_text
800114,537351,102041,1364,0,2025-09-12,Not satisfied
800115,531934,102616,1517,5,2025-02-18,Not satisfied
800116,564865,118700,1238,5,2026-05-17,Excellent
800117,580475,103727,1846,5,2026-07-22,
800118,528792,103804,1898,1,2026-07-04,Average
800119,533890,119032,1288,5,2025-10-21,Excellent
800120,580870,114877,1171,5,2026-05-12,Not satisfied
800121,545972,103571,1954,3,2025-04-21,Very poor
800122,596890,112653,1698,4,2025-02-15,Excellent
800123,572038,105976,1799,5,2025-01-26,Good product
800124,511470,112375,1313,5,2025-05-27,Excellent
800125,512906,112775,1109,5,2026-08-02,Very poor
800126,510896,108031,1263,4,2025-02-23,Excellent
800127,596344,107891,1288,5,2026-04-27,
800128,533551,106907,1181,5,2025-04-24,
800129,538481,113825,1504,1,2025-09-30,Average
800130,503723,100654,1926,4,2025-01-18,Very poor
800131,521281,107627,1248,4,2025-09-30,Excellent
800132,571061,110613,1371,5,2025-04-03,Good product
800133,522008,112851,1989,5,2025-02-22,Not satisfied
800134,544581,119094,1462,5,2026-05-26,Excellent
800135,578442,114728,1785,4,2025-09-23,Excellent
800136,527448,103169,1798,4,2025-12-06,Excellent
800137,587826,118333,1459,5,2026-07-28,Average
800138,548726,108157,1267,5,2025-03-26,Good product
800139,526246,115710,1512,4,2025-01-22,Not satisfied
800140,588333,100203,1024,4,2025-09-17,
800141,534213,100172,1730,5,2026-08-30,Excellent
800142,585507,108232,1703,4,2025-07-14,Good product
800143,543148,109633,1855,3,2025-01-17,Not satisfied
800144,571265,100010,1453,4,2025-03-19,Very poor
800145,503983,115287,1146,4,2026-03-26,Average
800146,502080,108476,1945,5,2025-05-18,Excellent
800147,584231,107988,1384,4,2025-02-14,Excellent
800148,586485,111547,1833,4,2025-07-31,
800149,514500,116658,1352,3,2026-02-13,Good product
800150,543037,117374,1592,5,2025-05-16,Good product
800151,545942,117512,1860,1,2025-08-07,Very poor
800152,541525,108191,1815,4,2025-01-25,Excellent
800153,591374,112919,1857,4,2026-06-22,Excellent
800154,552377,103863,1633,4,2026-08-10,Excellent
800155,585304,103104,1461,4,2025-06-14,Good product
800156,598873,117788,1029,4,2025-04-27,Average
800157,517715,106235,1543,4,2025-05-28,Not satisfied
800158,584168,101681,1401,5,2025-10-22,Average
800159,532148,106982,1183,5,2025-06-28,Average
800160,598984,101944,1672,2,2025-10-10,Average
800161,512730,101499,1316,1,2026-06-28,Average
800162,594570,100546,1820,4,2025-12-10,Average
800163,581741,111161,1665,5,2025-06-04,Not satisfied
800164,592046,107721,1823,1,2025-05-03,Average
800165,559635,103393,1728,5,2025-07-09,Excellent
800166,512759,106693,1778,3,2025-01-26,Average
800167,533338,114420,1206,5,2025-08-04,Good product
800168,529269,112567,1211,5,2025-03-08,Not satisfied
800169,527503,100740,1142,3,2025-07-30,Not satisfied
800170,568603,106453,1953,5,2026-08-02,Average
800171,516441,100042,1069,5,2025-05-31,Average
800172,598240,108858,1172,5,2025-05-25,Good product
800173,566454,101532,1374,2,2025-09-05,Good product
800174,570832,113827,1631,5,2025-06-10,Good product
800175,548395,100014,1012,4,2026-03-23,Good product
800176,534011,109492,1004,2,2025-06-23,Very poor
800177,540699,114999,1601,4,2026-04-11,Excellent
800178,524754,115515,1717,1,2025-08-31,Not satisfied
800179,508307,119581,1715,5,2026-03-23,Not satisfied
800180,539036,105848,1347,1,2025-05-09,Average
800181,594706,101125,999999,3,2025-03-24,Very poor
800182,532967,114580,1545,5,2026-08-26,Very poor
800183,578640,105662,1739,4,2025-11-04,Not satisfied
800184,513476,105611,1484,3,2026-05-03,Average
800185,538421,103524,1828,5,2025-08-04,Not satisfied
800186,533488,105403,1331,5,2026-05-08,Very poor
800187,555938,104715,1091,5,2026-05-29,
800188,588867,104102,1477,5,2025-02-16,Not satisfied
800189,599442,105792,1664,4,2026-07-02,Good product
800190,558391,115261,1875,3,2026-04-08,Excellent
800191,597400,104066,1973,1,2025-07-18,Average
800192,566278,106608,1225,4,2026-09-04,Excellent
800193,534664,102798,1458,5,2026-08-25,Good product
800194,503356,101656,1718,5,2025-09-30,
800195,545736,115184,1777,1,2026-02-11,Excellent
800196,583508,108058,1950,4,2025-09-05,Average
800197,516406,119999,1820,2,2025-05-04,Average
800198,545176,104415,1421,5,2026-01-12,Not satisfied
800199,554573,115456,1482,4,2025-06-03,Good product
800200,575250,106076,1641,3,2025-09-07,Good product
800201,520087,109168,1342,4,2026-09-08,Very poor
800202,560592,107852,1372,3,2025-10-02,Very poor
800203,585150,104143,1569,3,2026-04-21,Not satisfied
800204,596059,116652,1122,5,2025-04-05,Excellent
800205,512402,117077,1317,5,2025-02-14,Good product
800206,573406,115212,1330,5,2025-12-03,Very poor
800207,561638,119790,1912,2,2026-01-06,Good product
800208,518946,104691,1658,2,2025-08-10,Excellent
800209,520815,104667,1156,2,2026-08-01,Average
800210,568452,102968,1778,5,2025-05-25,Good product
800211,566093,104399,1396,4,2025-05-23,Average
800212,559030,111404,1328,3,2025-11-06,Good product
800213,534356,100513,1759,4,2026-06-10,Very poor
800214,536744,105065,1512,4,2025-03-18,Excellent
800215,573479,114391,1696,3,2026-02-11,Very poor
800216,532448,109887,1051,5,2026-06-23,Excellent
800217,527862,108913,1656,1,2025-10-09,Average
800218,501915,110176,1272,3,2025-03-17,
800219,584380,119132,1865,4,2026-05-27,Average
800220,509900,111334,1543,4,2025-06-19,Not satisfied
800221,507361,118213,1924,4,2025-12-09,Excellent
800222,580907,109142,1342,2,2026-09-02,Not satisfied
800223,590751,103377,1518,5,2025-07-19,Good product
800224,508455,107692,1719,4,2025-02-06,Excellent
800225,564514,100845,1209,2,2025-06-18,Average
800226,523165,118531,1148,2,2025-09-17,Excellent
800227,558456,109956,1098,3,2026-01-23,Good product
800228,541917,118025,1826,5,2025-10-14,Not satisfied
800229,593494,103862,1188,4,2026-07-28,Average
800230,584557,107783,1344,4,2026-06-14,Excellent
800231,536526,115868,1337,4,2026-03-22,Excellent
800232,572908,114892,1403,5,2025-12-11,Not satisfied
800233,569197,112680,1501,3,2026-09-04,Excellent
800234,596449,104519,1445,4,2026-06-30,Very poor
800235,533130,104269,1770,3,2025-03-12,Excellent
800236,538516,107431,1341,4,2025-11-20,Excellent
800237,556289,106133,1722,4,2026-01-11,Not satisfied
800238,517519,105381,1810,3,2026-01-10,
800239,505345,107133,1070,5,2025-01-29,Average
800240,568803,107591,1900,5,2026-04-07,Good product
800241,519301,118632,1651,4,2025-08-18,Average
800242,527549,118945,1450,2,2026-09-01,Very poor
800243,587276,103724,1911,5,2025-11-13,Average
800244,503191,119593,1608,4,2025-04-16,
800245,568839,112553,1998,3,2025-12-17,Excellent
800246,563855,119980,1372,4,2026-07-08,
800247,523333,107971,1752,4,2026-05-31,Good product
800248,526791,112318,1248,4,2026-01-08,
800249,568259,112223,1199,4,2025-02-27,Good product
800250,526532,114387,1496,5,2026-06-29,
800251,513320,118962,2000,4,2025-01-30,Average
800252,526469,102496,1137,4,2025-09-29,Average
800253,587710,105003,1047,3,2025-09-27,Excellent
800254,599092,104341,1704,1,2026-03-17,Good product
800255,584443,111218,1220,5,2026-04-14,Excellent
800256,547843,102129,1183,4,2025-07-02,Not satisfied
800257,538548,112987,1042,3,2025-12-04,Not satisfied
800258,594707,117499,1522,4,2026-03-10,Very poor
800259,552398,118062,1403,3,2026-05-14,Good product
800260,538537,109441,1841,5,2026-03-27,Good product
800261,516909,103006,1272,3,2026-05-19,Excellent
800262,586655,114739,1764,5,2025-06-27,Average
800263,583901,104577,1494,5,2026-01-09,
800264,537220,103990,1410,4,2026-02-20,Not satisfied
800265,591357,106259,1622,5,2026-06-26,Good product
800266,589011,103910,1923,4,2026-09-09,Good product
800267,583415,110494,1459,5,2026-07-27,Very poor
800268,501297,117604,1175,4,2025-06-27,Excellent
800269,592416,101331,1088,5,2025-09-28,Average
800270,547219,109149,1829,2,2025-04-26,Not satisfied
800271,514428,110067,1890,2,2026-08-08,Average
800272,506111,102709,1676,5,2026-07-03,Excellent
800273,571437,113812,1369,4,2026-03-19,Excellent
800274,590579,118162,1112,3,2025-04-30,Excellent
800275,531325,110587,1702,1,2025-12-20,
800276,540050,113906,1597,5,2026-06-19,Good product
800277,564346,117546,1957,5,2026-02-10,Good product
800278,593570,113914,1779,4,2025-03-26,Very poor
800279,503011,117620,1460,4,2025-12-03,Average
800280,554010,119496,1932,4,2026-02-21,Good product
800281,502347,106499,1379,5,2025-05-01,Good product
800282,593152,101437,1787,1,2025-03-16,
800283,537059,119380,1323,5,2025-11-02,Excellent
800284,502560,112859,1602,5,2025-12-16,Good product
800285,577208,101646,1064,1,2026-01-09,Excellent
800286,598450,999999,1452,5,2025-08-07,Excellent
800287,580381,114124,1074,5,2025-12-25,Average
800288,508513,112621,1637,4,2025-11-22,Excellent
800289,522607,115180,1538,3,2025-06-28,Average
800290,523290,104226,1591,5,2026-08-10,Good product
800291,521179,104627,1542,3,2025-03-01,Average
800292,587154,117570,1185,5,2025-04-16,Good product
800293,541109,113178,1959,4,2025-01-10,Not satisfied
800294,580132,115656,1827,3,2026-07-09,Excellent
800295,598665,113723,1475,5,2026-07-19,Not satisfied
800296,528115,108319,1576,5,2025-11-28,Very poor
800297,579986,117326,1885,2,2026-06-03,Average
800298,521958,119447,1414,2,2025-02-02,Good product
800299,525640,113096,1052,5,2026-01-19,Average
800300,596388,111791,1670,4,2025-12-18,Not satisfied
800301,571283,113123,1344,4,2025-10-12,Good product
800302,582377,111364,1116,2,2025-12-09,Not satisfied
800303,521848,117814,1062,5,2025-03-30,Good product
800304,507789,112299,1862,5,2025-05-29,Average
800305,523439,118618,1059,5,2025-06-10,Excellent
800306,514679,104561,1211,5,2026-08-27,Average
800307,567400,108590,1904,4,2025-06-17,Excellent
800308,567603,101356,1295,4,2025-08-05,Excellent
800309,556903,104285,1627,2,2026-04-06,Good product
800310,569822,103973,1641,5,2025-04-18,Good product
800311,579996,103763,1196,2,2026-06-12,
800312,598553,104786,1944,0,2025-03-06,Not satisfied
800313,580455,103722,1706,5,2025-03-24,Excellent
800314,571101,101659,1743,4,2025-12-29,Excellent
800315,549680,119643,1872,4,2025-09-21,Very poor
800316,573707,103688,1971,5,2026-02-23,Good product
800317,539864,101137,1895,4,2026-07-30,Excellent
800318,560750,116232,1726,3,2025-01-04,Excellent
800319,535879,104477,1651,5,2025-05-08,Good product
800320,563851,110709,1449,2,2025-06-08,Good product
800321,584116,110084,1582,5,2026-03-27,Excellent
800322,524622,103650,1483,4,2026-04-20,Average
800323,546946,118280,1472,2,2026-07-01,Not satisfied
800324,577049,105371,1157,4,2025-08-31,Excellent
800325,565267,117410,1254,5,2025-10-30,Excellent
800326,576248,110677,1843,5,2025-09-24,
800327,583776,115132,1686,4,2026-07-26,Not satisfied
800328,550046,117047,1128,5,2025-04-14,Excellent
800329,580266,114427,1203,5,2025-05-04,Good product
800330,534666,112990,1689,3,2026-01-04,Average
800331,589595,101619,1373,5,2026-08-11,Excellent
800332,514427,114355,1316,1,2026-07-05,Excellent
800333,539943,119678,1671,5,2025-07-19,Very poor
800334,510192,116634,1400,4,2025-09-27,Excellent
800335,576314,107733,1255,5,2026-06-11,Very poor
800336,525293,107876,1287,4,2025-06-18,Average
800337,574815,112011,1484,3,2025-09-05,Excellent
800338,580974,109945,1223,2,2025-11-26,Good product
800339,505903,116475,1030,5,2026-04-17,
800340,523265,115323,1751,4,2025-05-03,Excellent
800341,503732,117986,1924,5,2025-06-29,Good product
800342,526143,102005,1070,5,2026-06-15,Not satisfied
800343,584681,119076,1224,5,2026-04-24,Average
800344,538241,108609,1618,5,2025-09-03,Good product
800345,536587,117624,1317,5,2025-09-01,Average
800346,511513,117609,1097,4,2025-04-21,Average
800347,528299,109947,1178,5,2025-06-09,Excellent
800348,549624,106361,1145,4,2025-04-09,Good product
800349,576942,104903,1592,3,2026-06-23,Good product
800350,563242,118673,1749,5,2026-05-24,
800351,526098,118209,1974,4,2025-04-30,
800352,571303,112393,1978,5,2025-03-17,Good product
800353,501217,113809,1214,5,2025-12-01,Good product
800354,500856,111077,1022,3,2026-08-24,
800355,556391,100165,1714,5,2025-11-18,Very poor
800356,582562,102697,1040,4,2025-02-04,Excellent
800357,586730,115849,1590,4,2025-10-08,Excellent
800358,501247,118522,1977,5,2025-09-07,Good product
800359,591827,102386,1789,4,2025-10-31,Excellent
800360,598409,119044,1839,4,2025-04-07,Not satisfied
800361,576580,110687,1247,4,2026-03-25,Excellent
800362,530691,100815,1023,1,2025-10-15,Excellent
800363,555588,101764,1463,5,2025-02-16,Average
800364,539379,114479,1407,4,2026-01-02,Good product
800365,528068,100592,1959,5,2026-09-05,Excellent
800366,505685,107652,1331,5,2025-06-02,Good product
800367,515773,119687,1230,3,2025-02-25,Excellent
800368,523634,110590,1599,4,2025-04-10,Good product
800369,583586,104011,1490,4,2025-06-04,Average
800370,590684,114472,1723,4,2025-05-24,Average
800371,524426,105864,1373,3,2026-07-12,Not satisfied
800372,592265,115988,1663,4,2026-08-08,Excellent
800373,587857,116779,1643,3,2025-02-26,Excellent
800374,537553,100166,1212,5,2025-08-25,Average
800375,510962,116910,1834,4,2025-12-07,Good product
800376,555158,112093,1704,5,2025-01-03,Not satisfied
800377,522945,117006,1689,3,2025-08-26,Average
800378,515910,109262,1694,3,2026-07-09,Excellent
800379,565796,101680,1781,2,2025-12-25,Not satisfied
800380,571758,109731,1200,3,2026-05-29,Good product
800381,535233,106549,1762,2,2026-07-22,Average
800382,591534,109793,1846,2,2026-03-20,
800383,586615,108929,1306,3,2026-01-03,Excellent
800384,521133,108064,1730,3,2026-07-27,Excellent
800385,593469,109774,1647,2,2026-03-08,Average
800386,586493,101431,1809,5,2025-04-13,Average
800387,560543,112723,1093,4,2026-03-06,Excellent
800388,556043,105533,1012,2,2025-01-06,Excellent
800389,509608,113587,1547,5,2025-12-26,Good product
800390,555291,105415,1492,5,2026-08-10,Average
800391,549866,108814,1403,1,2025-05-18,Not satisfied
800392,570238,117386,1161,4,2025-03-17,Excellent
800393,500453,114690,1526,3,2025-02-18,Excellent
800394,538685,108711,1679,5,2025-09-22,Good product
800395,576125,106913,1493,4,2025-06-13,Good product
800396,578616,110430,1278,4,2025-12-15,Excellent
800397,546511,100593,1447,4,2025-06-15,Good product
800398,573042,116366,1344,3,2025-03-24,Excellent
800399,546534,103857,1904,4,2026-08-03,Average
800400,522258,102922,1531,2,2026-05-30,Good product
800401,566629,107030,1323,5,2025-04-19,Not satisfied
800402,540639,103648,1231,4,2025-12-26,Not satisfied
800403,525186,104956,1565,5,2026-02-21,Not satisfied
800404,519461,111039,1409,4,2025-11-27,Good product
800405,591530,118556,1725,5,2026-02-15,Good product
800406,518464,110328,1048,5,2025-12-15,Not satisfied
800407,571244,101802,1960,5,2026-06-28,Good product
800408,548227,112830,1416,5,2026-05-09,Excellent
800409,563645,110071,1589,4,2025-04-05,Not satisfied
800410,571810,116065,1741,4,2025-07-19,Excellent
800411,590474,115378,1656,5,2026-06-06,Not satisfied
800412,543621,119687,1893,2,2025-04-20,Good product
800413,597443,107883,1817,5,2025-10-13,Excellent
800414,541889,111889,1895,5,2026-08-22,Not satisfied
800415,546022,109003,1261,2,2026-03-05,Good product
800416,547979,107107,1264,5,2026-05-03,
800417,518962,112649,1055,5,2025-12-22,Average
800418,588428,108037,1445,5,2026-02-17,Excellent
800419,532335,102891,1841,5,2025-09-23,
800420,557039,101733,1998,1,2025-03-31,Not satisfied
800421,544216,117029,1815,2,2025-08-10,Average
800422,569366,110651,1207,5,2025-12-04,Excellent
800423,591006,111443,1177,4,2025-12-31,Excellent
800424,509016,115047,1084,5,2026-07-06,Very poor
800425,594666,113569,1743,5,2026-07-31,Good product
800426,509377,102641,1403,2,2026-02-19,Not satisfied
800427,555466,118545,1793,5,2026-05-29,Good product
800428,545024,111107,1223,4,2026-01-14,Excellent
800429,575897,106056,1585,4,2025-11-17,Excellent
800430,535013,117942,1706,5,2025-08-22,Average
800431,505554,117680,1982,5,2025-10-14,Not satisfied
800432,571833,106943,1668,5,2025-12-28,Not satisfied
800433,562130,103830,1762,4,2026-05-21,
800434,533186,105424,1900,4,2025-10-03,Very poor
800435,583647,110855,1611,1,2025-03-10,Not satisfied
800436,577879,119307,1467,5,2025-04-17,Excellent
800437,525851,107934,1380,5,2025-01-11,Not satisfied
800438,500564,116759,1071,3,2025-08-20,Excellent
800439,568933,103448,1645,3,2025-03-09,Excellent
800440,535642,101630,1900,2,2025-12-14,Average
800441,555591,100129,1660,5,2026-02-10,Very poor
800442,509964,102458,1436,4,2025-07-25,Average
800443,592957,118838,1450,3,2026-01-16,Excellent
800444,517653,117443,1098,3,2026-03-25,Excellent
800445,513568,105891,1798,4,2025-01-03,
800446,520188,103152,1025,4,2025-01-15,Excellent
800447,530202,113402,1149,5,2026-05-16,Not satisfied
800448,564280,118153,1574,5,2026-04-07,Good product
800449,558481,113564,1232,5,2026-01-11,Not satisfied
800450,580683,118037,1237,4,2025-12-25,Average
800451,528712,106013,1242,5,2026-04-11,Very poor
800452,570713,100902,1111,4,2026-04-12,Excellent
800453,580537,111192,1042,4,2026-06-30,Very poor
800454,567649,110386,1342,2,2025-09-18,Good product
800455,514845,111906,1801,4,2025-02-14,Average
800456,589752,112719,1427,3,2025-08-08,Good product
800457,550117,115794,1133,3,2026-06-02,Excellent
800458,536131,107540,1823,4,2025-06-29,Good product
800459,547289,103286,1304,5,2025-07-28,Average
800460,570284,107247,1373,5,2025-10-06,Not satisfied
800461,520112,114308,1104,4,2025-08-14,Not satisfied
800462,576160,104306,1559,4,2025-06-03,Excellent
800463,543896,103028,1651,4,2025-12-03,Good product
800464,550306,115362,1182,5,2025-11-24,Excellent
800465,535632,111080,1626,5,2025-02-27,Average
800466,585229,102284,1587,5,2026-02-19,Good product
800467,517151,110304,1551,4,2025-02-25,Excellent
800468,545989,116802,1585,5,2025-08-30,Not satisfied
800469,589936,100686,1543,3,2026-07-21,Excellent
800470,513641,107614,1274,4,2025-09-04,Average
800471,503442,102065,1117,2,2026-02-09,Very poor
800472,599710,102076,1652,3,2026-06-06,Good product
800473,567259,101518,1854,5,2026-07-06,Average
800474,517946,106394,1209,5,2025-11-24,Good product
800475,556184,111804,1706,5,2025-07-06,Not satisfied
800476,552963,101139,1336,5,2025-04-24,Excellent
800477,575047,107444,1734,3,2025-04-24,Excellent
800478,511393,110339,1753,4,2025-12-27,Not satisfied
800479,522234,113977,1567,5,2025-02-25,Very poor
800480,503393,119661,1679,4,2025-10-02,Good product
800481,533517,112096,1981,5,2025-04-26,Excellent
800482,561884,108348,1218,5,2026-07-11,Excellent
800483,516778,111508,1116,3,2025-02-12,Average
800484,560563,111883,1723,4,2025-06-10,Good product
800485,529069,100878,1307,4,2025-02-10,Average
800486,510608,108087,1620,2,2025-07-21,Average
800487,508423,103431,1126,5,2025-04-15,Excellent
800488,590172,116832,1072,1,2026-07-16,Average
800489,580449,118594,1515,5,2025-01-12,Excellent
800490,513449,102234,1178,1,2025-09-22,Excellent
800491,581010,103811,1619,4,2025-04-10,Average
800492,551342,111892,1780,3,2025-10-26,Excellent
800493,591816,107173,1615,4,2026-05-04,Good product
800494,577087,104573,1978,4,2026-04-14,Good product
800495,578094,102243,1638,4,2025-01-09,Good product
800496,580607,114380,1516,5,2026-09-09,Excellent
800497,540307,114257,1087,5,2026-04-20,Average
800498,507617,109827,1796,5,2025-03-09,Average
800499,568323,118168,1669,4,2026-01-24,Not satisfied
800500,584928,119569,1934,1,2025-12-04,Not satisfied
800501,552056,107808,1717,5,2025-12-04,Average
800502,568565,102453,1503,3,2026-03-26,Good product
800503,558387,108711,1757,5,2025-06-02,Excellent
800504,589653,117869,1795,5,2025-11-08,
800505,534307,115650,1537,5,2026-06-19,Average
800506,562800,116176,1030,4,2025-01-03,Good product
800507,590274,111247,1749,3,2025-01-20,Good product
800508,536704,112758,1474,4,2025-05-02,Average
800509,515541,105676,1995,5,2025-11-20,Excellent
800510,547588,119487,1466,5,2025-12-11,Not satisfied
800511,584508,108842,1030,4,2025-06-26,Good product
800512,549070,104466,1819,5,2026-08-27,Excellent
800513,574477,114914,1649,5,2025-07-18,Excellent
800514,539408,119313,1287,5,2025-07-08,Average
800515,528633,102432,1619,2,2025-03-23,Average
800516,547805,108764,1643,5,2026-06-13,Excellent
800517,539885,115386,1910,4,2025-04-18,Excellent
800518,570922,109908,1360,5,2026-08-21,Excellent
800519,513721,105807,1845,2,2025-03-01,Average
800520,537215,110911,1702,1,2025-12-05,Good product
800521,507749,104348,1516,4,2025-09-30,Good product
800522,558048,113517,1330,4,2026-05-12,Not satisfied
800523,594739,102137,1949,3,2026-07-21,Good product
800524,557667,116123,1747,3,2025-04-14,Excellent
800525,535176,117354,1700,5,2025-01-26,Very poor
800526,586777,108605,1751,3,2026-03-08,Average
800527,598800,117675,1373,3,2025-10-07,Good product
800528,561697,117700,1379,4,2026-06-20,Not satisfied
800529,509397,117682,1231,5,2025-02-02,Excellent
800530,549177,114170,1306,4,2026-09-01,Not satisfied
800531,557363,107909,1871,5,2026-04-02,Excellent
800532,563526,101246,1080,2,2025-07-15,Good product
800533,537756,118830,1331,5,2025-10-15,Average
800534,509488,101033,1336,5,2025-11-28,Not satisfied
800535,565100,113221,1240,5,2026-07-28,Average
800536,502282,109159,1883,5,2026-02-26,Excellent
800537,560927,109004,1359,4,2025-07-22,Good product
800538,524897,111967,1675,3,2025-06-05,Good product
800539,584513,117467,1702,4,2025-10-13,Excellent
800540,541120,100302,1479,4,2026-09-02,Average
800541,598285,115700,1417,5,2026-07-22,Average
800542,566689,112757,1071,5,2026-02-28,Very poor
800543,521049,105105,1874,4,2026-08-08,Excellent
800544,540020,110912,1816,5,2025-07-08,Good product
800545,573662,116597,1785,4,2026-04-24,Good product
800546,513658,108740,1339,4,2026-06-02,Good product
800547,587206,105537,1361,3,2026-06-30,Not satisfied
800548,525489,100549,1092,3,2025-06-25,Average
800549,594871,107708,1793,4,2026-01-12,Not satisfied
800550,557454,106023,1983,3,2026-05-03,Excellent
