product_id,product_name,category,brand,price,cost_price,stock_qty,supplier
1113,DailyNeeds Product 1113,Grocery,HomeEase,722.59,495.41,353,Supplier_E
1114,FitLife Product 1114,Toys,UrbanX,620.86,493.59,583,Supplier_C
1115,PrimeChoice Product 1115,Toys,PrimeChoice,1526.24,1125.41,818,Supplier_C
1116,Nova Product 1116,Grocery,StyleHub,1547.82,1157.16,907,Supplier_C
1117,TechPro Product 1117,Sports,DailyNeeds,1386.89,798.97,159,Supplier_E
1118,Nova Product 1118,Toys,HomeEase,204.14,145.0,558,Supplier_E
1119,SmartBuy Product 1119,Home & Kitchen,TechPro,1308.0,858.29,887,Supplier_D
1120,Nova Product 1120,Electronics,Nova,1019.06,744.63,404,Supplier_A
1121,DailyNeeds Product 1121,Grocery,UrbanX,790.39,482.85,828,Supplier_C
1122,DailyNeeds Product 1122,Grocery,StyleHub,359.97,198.2,708,Supplier_E
1123,StyleHub Product 1123,Home & Kitchen,TechPro,2161.77,1209.54,29,Supplier_B
1124,UrbanX Product 1124,Books,DailyNeeds,601.37,443.75,528,Supplier_E
1125,SmartBuy Product 1125,Home & Kitchen,PrimeChoice,613.9,362.78,139,Supplier_D
1126,Nova Product 1126,Sports,DailyNeeds,4620.29,3390.46,593,Supplier_D
1127,Elite Product 1127,Automotive,FitLife,424.27,276.67,0,Supplier_B
1128,Elite Product 1128,Toys,Nova,3933.56,1855.15,774,Supplier_E
1129,TechPro Product 1129,Sports,FitLife,4787.68,2522.33,565,Supplier_D
1130,Elite Product 1130,Electronics,DailyNeeds,1673.96,905.49,670,Supplier_B
1131,TechPro Product 1131,Electronic,StyleHub,1716.41,852.86,606,Supplier_A
1132,SmartBuy Product 1132,Books,PrimeChoice,2453.03,1803.36,444,Supplier_D
1133,PrimeChoice Product 1133,Grocery,TechPro,4241.34,2412.18,487,Supplier_A
1134,UrbanX Product 1134,Home & Kitchen,PrimeChoice,1490.63,1138.08,402,Supplier_E
1135,TechPro Product 1135,Electronic,TechPro,900.44,669.82,839,Supplier_A
1136,StyleHub Product 1136,Fashion,SmartBuy,851.68,480.78,132,Supplier_C
1137,HomeEase Product 1137,Accessories,PrimeChoice,1854.82,1314.73,424,Supplier_C
1138,HomeEase Product 1138,Sports,Elite,825.35,670.58,716,Supplier_D
1139,StyleHub Product 1139,Fashion,StyleHub,1440.81,1039.05,56,Supplier_A
1140,DailyNeeds Product 1140,Automotive,UrbanX,1618.3,909.4,228,Supplier_B
1141,SmartBuy Product 1141,Books,DailyNeeds,4001.71,2473.22,628,Supplier_D
1142,DailyNeeds Product 1142,Automotive,HomeEase,1970.88,1425.01,558,Supplier_A
1143,StyleHub Product 1143,Home & Kitchen, TechPro ,1485.0,1160.54,547,Supplier_C
1144,UrbanX Product 1144,Beauty,Nova,624.78,303.67,259,Supplier_E
1145,DailyNeeds Product 1145,Fashion,HomeEase,1978.27,1488.15,296,Supplier_B
1146,DailyNeeds Product 1146,Automotive,FitLife,1007.83,551.24,642,Supplier_D
1147,Nova Product 1147,Grocery,Nova,1879.63,1483.23,298,Supplier_B
1148,SmartBuy Product 1148,Fashion,FitLife,2008.35,1308.53,699,Supplier_C
1149,HomeEase Product 1149,Grocery,PrimeChoice,884.21,437.54,446,Supplier_B
1150,HomeEase Product 1150,Fashion,StyleHub,838.62,439.78,51,Supplier_A
1151,HomeEase Product 1151,Fashion,FitLife,1632.61,1071.35,968,Supplier_B
1152,StyleHub Product 1152,Sports,DailyNeeds,1403.07,745.27,122,Supplier_A
1153,PrimeChoice Product 1153,Toys,TechPro,943.06,573.26,184,Supplier_D
1154,HomeEase Product 1154,Automotive,PrimeChoice,636.56,418.15,261,Supplier_A
1155,PrimeChoice Product 1155,Beauty,PrimeChoice,1514.92,1208.81,286,Supplier_C
1156,FitLife Product 1156,Books,DailyNeeds,2701.08,1524.51,404,Supplier_B
1157,SmartBuy Product 1157,Toys,Nova,2004.51,1428.86,111,Supplier_B
1158,TechPro Product 1158,Grocery,FitLife,2482.12,1998.01,843,Supplier_B
1159,DailyNeeds Product 1159,Accessories,StyleHub,1265.24,905.04,469,Supplier_B
1160,FitLife Product 1160,Automotive,Elite,1798.77,1414.57,731,Supplier_E
1161,FitLife Product 1161,Fashion,SmartBuy,1161.19,778.02,136,Supplier_C
1162,FitLife Product 1162,Accessories,Elite,2199.69,1078.87,351,Supplier_D
1163,Nova Product 1163,electronics,StyleHub,1339.15,654.67,673,Supplier_D
1164,Nova Product 1164,Beauty,TechPro,1718.66,1173.74,385,Supplier_B
1165,Elite Product 1165,Books,StyleHub,1297.66,615.79,814,Supplier_E
1166,DailyNeeds Product 1166,electronics,StyleHub,10631.39,5528.55,587,Supplier_E
1167,StyleHub Product 1167,Fashion,PrimeChoice,2108.46,1073.62,240,Supplier_B
1168,Nova Product 1168,Grocery,UrbanX,1607.72,1136.51,766,Supplier_C
1169,HomeEase Product 1169,Books,DailyNeeds,362.3,227.36,929,Supplier_E
1170,SmartBuy Product 1170,Fashion,Elite,4487.02,2202.6,78,Supplier_A
1171,TechPro Product 1171,Fashion,PrimeChoice,267.36,201.84,337,Supplier_B
1172,FitLife Product 1172,Books,SmartBuy,2749.71,1753.88,626,Supplier_C
1173,Nova Product 1173,Electronics,Nova,1450.41,931.75,777,Supplier_D
1174,UrbanX Product 1174,Home & Kitchen,FitLife,,469.21,844,Supplier_C
1175,SmartBuy Product 1175,Accessories,PrimeChoice,523.57,240.63,958,Supplier_B
1176,DailyNeeds Product 1176,Toys,Elite,852.69,439.27,674,Supplier_E
1177,TechPro Product 1177,Toys, TechPro ,1839.97,1002.77,36,Supplier_A
1178,DailyNeeds Product 1178,Automotive,SmartBuy,,633.29,541,Supplier_C
1179,FitLife Product 1179,Fashion,Nova,1615.46,964.88,9,Supplier_E
1180,StyleHub Product 1180,Home & Kitchen,FitLife,1800.39,1247.34,358,Supplier_B
1181,SmartBuy Product 1181,Grocery,UrbanX,1012.55,587.26,291,Supplier_A
1182,SmartBuy Product 1182,Toys,DailyNeeds,1201.5,667.08,917,Supplier_E
1183,FitLife Product 1183,Books,SmartBuy,3747.36,1725.33,111,Supplier_E
1184,PrimeChoice Product 1184,Books,DailyNeeds,4315.05,2541.55,663,Supplier_D
1185,FitLife Product 1185,Automotive,StyleHub,1304.48,864.2,122,Supplier_C
1186,HomeEase Product 1186,Electronics,PrimeChoice,377.81,177.99,655,Supplier_D
1187,Elite Product 1187,Automotive,FitLife,2845.04,1776.16,109,Supplier_E
1188,FitLife Product 1188,Accessories,SmartBuy,,3272.32,107,Supplier_B
1189,SmartBuy Product 1189,Automotive,PrimeChoice,,600.37,479,Supplier_A
1190,PrimeChoice Product 1190,Electronics,Nova,3299.44,2349.96,805,Supplier_C
1191,HomeEase Product 1191,Accessories,PrimeChoice,700.33,329.84,443,Supplier_C
1192,Elite Product 1192,Sports,SmartBuy,1212.81,569.97,645,Supplier_D
1193,PrimeChoice Product 1193,Home & Kitchen,DailyNeeds,585.24,459.86,157,Supplier_B
1194,StyleHub Product 1194,Accessories,UrbanX,705.06,546.97,188,Supplier_C
1195,DailyNeeds Product 1195,Grocery,UrbanX,1889.99,1221.79,552,Supplier_A
1196,SmartBuy Product 1196,Accessories,SmartBuy,336.12,151.42,134,Supplier_D
1197,HomeEase Product 1197,Accessories,StyleHub,1012.27,805.79,-5,Supplier_E
1198,Elite Product 1198,Accessories,SmartBuy,5177.04,2455.7,729,Supplier_C
1199,StyleHub Product 1199,Electronics,SmartBuy,2196.2,1215.85,66,Supplier_D
1200,StyleHub Product 1200,Books,FitLife,1509.17,795.47,461,Supplier_B
1201,StyleHub Product 1201,Grocery,Elite,591.63,389.39,829,Supplier_C
1202,DailyNeeds Product 1202,Toys,StyleHub,548.82,285.93,268,Supplier_D
1203,TechPro Product 1203,Automotive,FitLife,3853.9,2983.3,44,Supplier_E
1204,Nova Product 1204,Sports,StyleHub,229.91,168.43,449,Supplier_D
1205,UrbanX Product 1205,Accessories,SmartBuy,180.45,96.77,767,Supplier_E
1206,HomeEase Product 1206,Books,Elite,1081.47,818.81,426,Supplier_A
1207,PrimeChoice Product 1207,Accessories,FitLife,999999.0,907.31,994,Supplier_B
1208,FitLife Product 1208,Accessories,Elite,493.43,235.72,244,Supplier_B
1209,UrbanX Product 1209,Toys,SmartBuy,1639.36,793.75,609,Supplier_A
1210,SmartBuy Product 1210,Accessories,FitLife,1363.05,639.86,732,Supplier_B
1211,SmartBuy Product 1211,Sports,FitLife,1142.12,846.8,78,Supplier_B
1212,HomeEase Product 1212,Home & Kitchen,DailyNeeds,620.21,434.45,818,Supplier_D
1213,FitLife Product 1213,Beauty,FitLife,950.77,619.66,170,Supplier_B
1214,Nova Product 1214,Books,UrbanX,2090.76,1120.48,24,Supplier_C
1215,UrbanX Product 1215,Accessories,StyleHub,1791.58,1198.93,923,Supplier_E
1216,PrimeChoice Product 1216,Sports,UrbanX,3746.39,2968.02,812,Supplier_A
1217,StyleHub Product 1217,Beauty, TechPro ,5881.31,4798.18,818,Supplier_E
1218,PrimeChoice Product 1218,Fashion,TechPro,5411.12,3470.14,387,Supplier_D
1219,DailyNeeds Product 1219,Sports,SmartBuy,905.46,600.53,624,Supplier_A
1220,HomeEase Product 1220,Grocery,HomeEase,1248.26,957.11,280,Supplier_D
1221,StyleHub Product 1221,Electronics,DailyNeeds,,237.88,208,Supplier_A
1222,Elite Product 1222,Fashion,TechPro,1057.29,674.51,545,Supplier_E
1223,PrimeChoice Product 1223,Fashion, TechPro ,2018.11,1204.68,205,Supplier_D
1224,Elite Product 1224,Fashion,PrimeChoice,3077.89,1896.63,724,Supplier_E
1225,Elite Product 1225,Sports,Elite,2055.88,1325.64,419,Supplier_E
1226,SmartBuy Product 1226,Grocery,UrbanX,615.76,479.59,205,Supplier_D
1227,DailyNeeds Product 1227,Books,UrbanX,802.98,534.46,942,Supplier_C
1228,TechPro Product 1228,electronics,FitLife,3466.66,2804.5,294,Supplier_B
1229,PrimeChoice Product 1229,Automotive,StyleHub,897.63,689.74,422,Supplier_B
1230,UrbanX Product 1230,Electronic,PrimeChoice,-100.0,345.93,662,Supplier_C
1231,UrbanX Product 1231,Home & Kitchen,UrbanX,4383.56,2844.43,725,Supplier_D
1232,Elite Product 1232,Grocery,FitLife,821.85,576.38,977,Supplier_E
1233,Nova Product 1233,Sports,Nova,350.43,280.74,568,Supplier_D
1234,PrimeChoice Product 1234,Fashion,Elite,641.73,469.49,434,Supplier_E
1235,TechPro Product 1235,Beauty,PrimeChoice,1708.07,1159.68,603,Supplier_B
1236,HomeEase Product 1236,Fashion,Nova,944.28,606.63,738,Supplier_E
1237,SmartBuy Product 1237,Electronics,Elite,730.44,595.44,879,Supplier_D
1238,UrbanX Product 1238,Sports,PrimeChoice,3927.99,2611.82,887,Supplier_C
1239,StyleHub Product 1239,Toys,TechPro,3992.46,1997.51,7,Supplier_B
1240,DailyNeeds Product 1240,Electronics,FitLife,1709.83,861.13,788,Supplier_C
1241,PrimeChoice Product 1241,Fashion,SmartBuy,667.0,498.23,692,Supplier_E
1242,FitLife Product 1242,Fashion,StyleHub,381.24,305.12,852,Supplier_E
1243,HomeEase Product 1243,Books,DailyNeeds,1988.06,1606.02,365,Supplier_D
1244,PrimeChoice Product 1244,Books,TechPro,1107.85,743.49,402,Supplier_A
1245,DailyNeeds Product 1245,Sports,UrbanX,1762.31,1190.28,177,Supplier_B
1246,DailyNeeds Product 1246,Grocery,FitLife,660.74,391.99,590,Supplier_B
1247,StyleHub Product 1247,Beauty,SmartBuy,1294.69,896.31,754,Supplier_B
1248,TechPro Product 1248,Fashion,FitLife,2610.12,1184.12,30,Supplier_E
1249,DailyNeeds Product 1249,Fashion,TechPro,1723.94,780.16,541,Supplier_B
1250,Elite Product 1250,Beauty,DailyNeeds,462.55,214.52,410,Supplier_B
1251,SmartBuy Product 1251,Toys,StyleHub,2001.05,1380.36,333,Supplier_C
1252,FitLife Product 1252,Toys,Nova,,496.14,854,Supplier_E
1253,Elite Product 1253,Sports,SmartBuy,3188.67,2501.43,992,Supplier_A
1254,PrimeChoice Product 1254,Toys,Elite,675.7,400.12,953,Supplier_D
1255,UrbanX Product 1255,Books,UrbanX,4529.16,3198.11,375,Supplier_A
1256,TechPro Product 1256,Accessories,TechPro,614.25,355.31,750,Supplier_D
1257,Nova Product 1257,Grocery,UrbanX,6626.32,3976.79,314,Supplier_D
1258,PrimeChoice Product 1258,Grocery,Elite,2544.53,1683.83,712,Supplier_E
1259,StyleHub Product 1259,Grocery,TechPro,2772.35,2156.19,366,Supplier_C
1260,PrimeChoice Product 1260,Books,SmartBuy,4149.58,2612.6,825,Supplier_B
1261,HomeEase Product 1261,Automotive,StyleHub,604.45,484.43,445,Supplier_D
1262,UrbanX Product 1262,electronics,HomeEase,643.65,336.52,355,Supplier_C
1263,SmartBuy Product 1263,Electronics,FitLife,1304.85,627.4,104,Supplier_D
1264,StyleHub Product 1264,Grocery,Elite,924.99,586.96,858,Supplier_C
1265,StyleHub Product 1265,Toys,HomeEase,973.72,523.88,51,Supplier_B
1266,SmartBuy Product 1266,Fashion,SmartBuy,930.27,670.95,600,Supplier_B
1267,UrbanX Product 1267,Grocery,HomeEase,1465.0,766.83,369,Supplier_D
1268,PrimeChoice Product 1268,Automotive,TechPro,1197.57,705.64,596,Supplier_D
1269,Nova Product 1269,Automotive,PrimeChoice,659.09,511.59,430,Supplier_A
1270,TechPro Product 1270,Home & Kitchen,UrbanX,2080.07,1480.94,40,Supplier_B
1271,FitLife Product 1271,Beauty,FitLife,1024.63,691.55,952,Supplier_E
1272,TechPro Product 1272,Sports,TechPro,607.6,283.5,708,Supplier_E
1273,UrbanX Product 1273,Sports,StyleHub,426.29,276.2,719,Supplier_E
1274,UrbanX Product 1274,Electronics,PrimeChoice,,2643.25,73,Supplier_E
1275,Elite Product 1275,Grocery,UrbanX,715.01,453.59,120,Supplier_B
1276,FitLife Product 1276,Electronic,DailyNeeds,1892.25,1105.37,599,Supplier_D
1277,FitLife Product 1277,Electronics,SmartBuy,682.19,507.33,850,Supplier_D
1278,Elite Product 1278,Beauty,SmartBuy,735.64,431.45,523,Supplier_B
1279,FitLife Product 1279,Home & Kitchen,TechPro,1297.18,997.8,317,Supplier_E
1280,TechPro Product 1280,Toys,Elite,1021.18,533.87,287,Supplier_E
1281,StyleHub Product 1281,Books,StyleHub,692.88,372.68,172,Supplier_C
1282,TechPro Product 1282,Grocery,PrimeChoice,997.66,715.84,74,Supplier_E
1283,UrbanX Product 1283,Automotive,UrbanX,888.23,672.51,555,Supplier_C
1284,HomeEase Product 1284,Accessories,FitLife,1429.8,757.4,823,Supplier_C
1285,UrbanX Product 1285,Beauty,HomeEase,1467.03,758.39,810,Supplier_A
1286,TechPro Product 1286,Grocery,TechPro,2622.57,1278.49,800,Supplier_A
1287,TechPro Product 1287,Fashion,UrbanX,603.69,356.18,522,Supplier_E
1288,SmartBuy Product 1288,Sports,StyleHub,807.86,651.01,-5,Supplier_B
1289,DailyNeeds Product 1289,Toys,PrimeChoice,703.42,529.06,839,Supplier_A
1290,StyleHub Product 1290,Home & Kitchen,Elite,2115.26,1703.23,576,Supplier_D
1291,HomeEase Product 1291,Accessories,StyleHub,1594.09,1295.55,250,Supplier_D
1292,SmartBuy Product 1292,Grocery,DailyNeeds,414.16,278.43,488,Supplier_E
1293,Nova Product 1293,Electronics,UrbanX,633.93,397.53,9,Supplier_A
1294,DailyNeeds Product 1294,Electronics,FitLife,1031.06,680.08,738,Supplier_B
1295,Nova Product 1295,Books,UrbanX,1623.98,1325.44,730,Supplier_E
1296,TechPro Product 1296,Fashion,Nova,1221.06,672.85,27,Supplier_B
1297,UrbanX Product 1297,Automotive,HomeEase,752.33,339.15,867,Supplier_D
1298,Elite Product 1298,Fashion,DailyNeeds,1484.37,1157.86,788,Supplier_E
1299,SmartBuy Product 1299,Toys,UrbanX,9639.77,4469.53,287,Supplier_C
1300,Elite Product 1300,Beauty,DailyNeeds,2211.72,1038.1,326,Supplier_B
1301,UrbanX Product 1301,Books,PrimeChoice,709.46,538.02,668,Supplier_C
1302,DailyNeeds Product 1302,electronics,SmartBuy,994.44,516.2,152,Supplier_D
1303,PrimeChoice Product 1303,Books,DailyNeeds,1800.3,1157.73,575,Supplier_E
1304,Elite Product 1304,Electronics,TechPro,1853.57,1001.88,92,Supplier_D
1305,DailyNeeds Product 1305,Books,Elite,976.7,580.59,547,Supplier_C
1306,UrbanX Product 1306,Beauty,FitLife,845.64,603.15,9,Supplier_E
1307,HomeEase Product 1307,Beauty,UrbanX,1034.56,781.97,284,Supplier_C
1308,TechPro Product 1308,Home & Kitchen,HomeEase,720.33,549.95,460,Supplier_E
1309,SmartBuy Product 1309,Fashion,DailyNeeds,329.88,204.29,576,Supplier_D
1310,SmartBuy Product 1310,Beauty,StyleHub,3150.73,1996.67,95,Supplier_E
1311,TechPro Product 1311,Electronics,Nova,485.74,342.94,827,Supplier_E
1312,UrbanX Product 1312,Fashion,SmartBuy,2053.28,1571.91,972,Supplier_C
1313,DailyNeeds Product 1313,Electronics,PrimeChoice,2152.0,1477.73,830,Supplier_D
1314,Elite Product 1314,Sports,TechPro,1723.01,1294.63,673,Supplier_E
1315,TechPro Product 1315,Electronics,FitLife,2211.47,1593.77,396,Supplier_E
1316,TechPro Product 1316,Fashion,PrimeChoice,1692.9,1153.21,459,Supplier_B
1317,Elite Product 1317,Accessories,DailyNeeds,1799.59,1330.34,588,Supplier_C
1318,HomeEase Product 1318,Fashion,FitLife,898.63,622.15,418,Supplier_D
1319,Nova Product 1319,Beauty,DailyNeeds,623.58,407.69,527,Supplier_E
1320,HomeEase Product 1320,Toys,Elite,998.69,692.27,841,Supplier_C
1321,TechPro Product 1321,Sports,Elite,2897.94,2346.34,682,Supplier_B
1322,UrbanX Product 1322,Sports,HomeEase,-100.0,970.6,807,Supplier_B
1323,PrimeChoice Product 1323,Fashion,StyleHub,891.18,688.46,506,Supplier_E
1324,UrbanX Product 1324,Fashion,PrimeChoice,1272.79,912.18,218,Supplier_B
1325,StyleHub Product 1325,Sports,TechPro,6992.6,4269.07,361,Supplier_C
1326,Nova Product 1326,Toys,Elite,897.28,437.92,581,Supplier_A
